GENERIC_NAME,M.W.,ALOGPS_LOGP,#DONOR,#ACCEPTOR,#RINGS,#ROTATABLE_BOND,,POLAR_SURFACE_AREA,REFRACTIVITY,LOGS,POLARIZABILITY,PKA
Hexoprenaline,420.499,1.14,8,8,2,13,,145.44,115.204,-3.33,45.9596,9.18856
Aminophylline,420.426,,1,3,4,1,,69.3,44.9345,,16.8554,
Dolutegravir,419.379,0.98,2,6,4,3,,99.18,102.765,-3.66,40.0002,13.4405
Valbenazine,418.578,3.63,1,5,3,8,,74.02,118.399,-4.04,48.9743,
Simvastatin,418.566,4.51,1,3,3,7,,72.83,117.683,-4.53,47.8525,
Nimodipine,418.44,3.41,1,6,2,10,,119.68,112.376,-4.54,43.1668,
Chromium picolinate,418.301,2.9,0,6,3,9,,117.57,89.5731,-4.13,35.5161,
Alginic acid,418.228,-1.48,6,12,2,5,,192.44,77.9755,-0.29,35.3165,3.82137
Cilazapril,417.499,-0.2,2,6,3,9,,99.18,110.564,-2.59,44.7275,
Cyproterone acetate,416.938,3.81,0,3,5,3,,60.44,111.81,-5.44,44.652,
Calcitriol,416.637,5.51,3,3,3,6,,60.69,126.533,-4.8,51.0244,15.2887
Paricalcitol,416.637,5.27,3,3,3,5,,60.69,127.949,-4.79,51.1051,15.5146
Spironolactone,416.573,3.1,0,3,5,2,,60.44,113.504,-5.32,46.0343,
Alfentanil,416.517,2.2,0,6,3,9,,81.05,118.592,-3.22,45.5657,
Ramipril,416.511,0.92,2,5,3,10,,95.94,111.187,-4.03,44.7782,
Desonide,416.507,2.31,2,6,5,2,,93.06,112.062,-3.85,44.7687,14.9126
Trovafloxacin,416.36,0.86,2,7,5,3,,99.76,101.04,-3.77,38.1176,
Iophendylate,416.337,6.79,0,1,1,12,,26.3,101.602,-7.22,41.2939,
Miconazole,416.129,5.86,0,2,3,6,,27.05,103.068,-5.74,39.5446,
Isoconazole,416.129,5.23,0,2,3,6,,27.05,103.068,-5.7,39.3073,
Rupatadine,415.97,4.82,0,3,5,2,,29.02,133.83,-4.88,46.9784,
Acemetacin,415.83,3.71,1,5,3,7,,94.83,105.664,-5.26,41.2256,
Bimatoprost,415.566,3.41,4,4,2,12,,89.79,122.831,-4.35,48.9889,14.8509
Salmeterol,415.566,3.82,4,5,2,16,,81.95,122.39,-5.26,50.5952,14.1805
Cephaloridine,415.486,-0.78,1,5,4,6,,96.91,117.796,-4.81,41.4872,6.16704
Idelalisib,415.432,3.03,2,6,5,5,,99.16,116.832,-4.21,41.4091,15.1012
Diltiazem,414.518,3.09,0,4,3,7,,59.08,114.366,-4.39,43.6457,
Eplerenone,414.491,1.67,0,4,6,2,,82.2,106.678,-4.66,43.7948,
Nafcillin,414.475,3.21,2,5,4,5,,95.94,108.138,-4.38,42.224,13.9848
Podofilox,414.405,2.37,1,7,5,4,,92.68,103.905,-3.56,41.7056,
Flecainide,414.343,2.98,2,4,2,9,,59.59,88.3963,-4.11,35.9157,19.5578
Talniflumate,414.34,4,1,4,4,6,,77.52,100.106,-5,37.8337,14.3661
Lasofoxifene,413.551,6.36,1,3,5,6,,32.7,126.832,-6.02,47.5838,
Opicapone,413.17,3.28,2,7,3,3,,149.46,118.117,-3.97,37.4154,10.2288
Ziprasidone,412.936,4.64,1,4,5,4,,48.47,116.725,-4.76,44.9571,14.8861
Attapulgite,412.684,,1,1,0,0,,25.3,3.7,,1.50822,
Doxercalciferol,412.648,6.27,2,2,3,5,,40.46,130.362,-5.39,52.0097,15.2887
Benzethonium,412.637,3.13,0,2,2,12,,18.46,139.002,-7.78,50.7835,
Calcipotriol,412.605,4.63,3,3,4,5,,60.69,125.449,-4.49,49.5911,15.2887
Cinalukast,412.545,4.98,2,4,3,9,,79.29,116.749,-5.68,45.7961,14.0725
Adapalene,412.52,6.06,1,3,6,4,,46.53,122.072,-8.01,47.6515,
Ipratropium bromide,412.361,0.21,1,2,3,6,,46.53,105.897,-5.77,37.4251,
Butoconazole,411.776,6.7,0,1,3,7,,17.82,108.986,-5.7,41.0066,
Fesoterodine,411.577,5.45,1,3,2,11,,49.77,124.085,-5.3,48.2895,
Acetophenazine,411.56,3.48,1,5,4,7,,47.02,121.697,-3.84,46.6771,16.1845
Sacubitril,411.498,3.9,2,4,2,12,,92.7,114.061,-5.64,45.4134,15.7634
Fluvastatin,411.466,3.69,3,4,3,8,,82.69,114.855,-4.97,44.3142,14.6448
Tasosartan,411.459,3.07,1,6,5,4,,100.55,130.607,-4.1,44.3364,
Clocortolone,410.907,2.73,2,4,4,2,,74.6,105.736,-4.44,41.7988,14.0958
Risperidone,410.485,3.27,0,4,5,4,,61.94,114.549,-3.38,45.2748,
Flumethasone,410.458,1.91,3,5,4,2,,94.83,102.316,-3.68,41.2479,13.427
Diflorasone,410.452,1.91,3,5,4,2,,94.83,102.316,-3.68,40.9463,13.427
Ceftibuten,410.425,0.31,4,8,3,6,,162.92,97.0238,-3.77,38.4976,3.68069
Ezetimibe,409.425,4.14,2,3,4,6,,60.77,108.862,-4.68,41.6423,14.4433
Alclometasone,408.916,2.11,3,5,4,2,,94.83,107.608,-3.47,42.6158,13.8553
Clobetasone,408.89,2.88,1,4,4,2,,71.44,104.722,-4.77,41.3618,14.8975
Levamlodipine,408.88,2.22,2,5,2,10,,99.88,108.638,-4.74,42.1074,
Amlodipine,408.876,2.22,2,5,2,10,,99.88,108.638,-4.74,42.2931,
Dapagliflozin,408.873,2.52,4,6,3,6,,99.38,104.93,-3.37,42.3574,13.4568
Cholic Acid,408.571,2.26,4,5,4,4,,97.99,110.789,-3.74,46.9261,18.2963
Tamsulosin,408.512,3.05,2,6,2,11,,99.88,108.865,-4.79,43.9521,
Miltefosine,407.576,2.68,0,2,0,20,,58.59,125.513,-6.32,50.5843,
Trifluoperazine,407.496,4.87,0,3,4,5,,9.72,110.975,-4.67,41.9444,
Sitagliptin,407.314,1.95,1,4,3,5,,77.04,87.4946,-4.08,32.6643,
Hexachlorophene,406.904,6.77,2,2,2,2,,40.46,88.5858,-5.97,34.0719,8.79472
Nandrolone phenpropionate,406.557,4.22,0,2,5,5,,43.37,118.429,-5.95,47.8294,
Lincomycin,406.54,0.34,5,8,2,7,,125.98,103.188,-2.13,43.9134,12.4956
Carvedilol,406.474,3.05,3,5,4,10,,75.74,115.638,-4.96,45.0327,15.0025
Floctafenine,406.361,3.05,3,5,3,8,,91.68,98.7193,-4.07,38.1127,15.5215
Toremifene,405.96,5.65,0,2,3,9,,12.47,133.411,-6,46.4896,
Clomifene,405.96,6.08,0,2,3,9,,12.47,133.761,-5.99,46.7209,
Lisinopril,405.488,-1.23,4,7,2,12,,132.96,107.369,-3.27,43.5012,3.85062
Lorpiprazole,405.469,3.64,0,4,5,5,,37.19,108.398,-3.63,42.0833,
Nebivolol,405.435,2.44,3,5,4,6,,70.95,103.317,-4,41.9836,14.1248
Cephaloglycin,405.425,0.54,3,6,3,7,,139.03,99.8998,-3.44,37.6406,11.7871
Thimerosal,404.81,2.58,0,1,1,5,,26.3,48.0596,-1.82,22.4461,
Eliglustat,404.551,3.79,2,6,3,11,,74.52,114.279,-4.03,46.0026,13.7951
Lovastatin,404.54,4.11,1,3,3,7,,72.83,113.182,-4.22,46.1127,
Flunarizine,404.495,5.3,0,2,4,6,,6.48,120.298,-5.38,44.1991,
Sulfinpyrazone,404.482,2.92,0,3,4,6,,57.69,113.616,-3.1,42.1508,16.3638
Sulfoxone,404.482,1.38,4,8,2,8,,132.8,96.9524,-2.19,38.8094,-0.853072
Lesinurad,404.28,3.42,1,4,4,4,,68.01,109.151,-4.72,36.588,
Perphenazine,403.969,4.15,1,4,4,6,,29.95,116.099,-4.23,44.775,
Roflumilast,403.207,4.47,1,4,3,7,,60.45,93.9215,-4.81,35.9008,
Cinitapride,402.487,3.7,2,6,3,7,,113.41,115.583,-4.45,44.2944,16.3194
Cortisone acetate,402.481,2.35,1,5,4,4,,97.74,105.626,-4.16,43.2503,15.4074
Fominoben,401.887,2.56,1,5,3,6,,65.37,112.469,-3.79,41.3981,
Asenapine,401.84,,0,1,4,2,,12.47,81.6499,,30.9032,
Oxacillin,401.436,2.05,2,5,4,4,,112.74,101.832,-3.67,39.6088,13.6508
Moxifloxacin,401.431,0.01,2,7,5,4,,82.11,106.224,-3.38,41.2447,
Zuclopenthixol,400.965,4.46,1,3,4,5,,26.71,127,-5.19,45.2879,
Calcidiol,400.637,6.71,2,2,3,6,,40.46,125.061,-5.26,50.3195,18.5308
Alfacalcidol,400.637,6.68,2,2,3,6,,40.46,124.696,-5.39,50.5525,15.2887
Quinacrine,399.957,6.13,1,4,3,9,,37.39,118.964,-5.22,46.324,
Pipazethate,399.507,3.4,0,5,4,7,,54.9,111.425,-3.98,42.8634,
Colchicine,399.437,1.59,1,6,3,5,,83.09,111.376,-4.16,42.4084,17.7257
Dihydrotachysterol,398.664,7.86,1,1,3,5,,20.23,129.112,-6.5,51.7586,
Fursultiamine,398.543,1.21,3,6,2,9,,98.01,120.318,-3.41,42.0195,15.8982
Pholcodine,398.495,1.09,1,6,6,4,,54.4,111.698,-2.91,43.7595,
Sunitinib,398.474,3.24,3,3,3,7,,77.23,116.266,-4.11,44.319,14.2377
Ademetionine,398.44,0.05,4,10,3,7,,185.46,107.072,-2.45,39.261,12.4443
Finafloxacin,398.394,-0.59,2,8,5,3,,105.9,102.076,-3.28,39.7499,
Sulfasalazine,398.393,2.92,3,8,3,5,,141.31,104.603,-3.93,39.6859,6.74607
Methylscopolamine bromide,398.291,-1.96,1,3,4,5,,55.76,95.6349,-4.48,48.1177,
Sulconazole,397.74,5.72,0,1,3,6,,17.82,104.367,-5.49,39.5742,
Drotaverine,397.507,5.35,1,5,3,9,,48.95,117.994,-5.3,46.9917,
Oxaliplatin,397.294,-0.47,0,0,3,0,,85.82,67.521,-1.16,21.8973,
Diiodohydroxyquinoline,396.954,3.93,1,2,2,0,,33.12,68.6852,-3.69,25.899,
Ergocalciferol,396.648,7.59,1,1,3,5,,20.23,128.89,-5.96,50.7333,
Mirabegron,396.506,2.2,4,5,3,9,,100.27,113.231,-4.98,44.2031,14.438
Cefalotin,396.438,0.63,2,5,3,7,,113.01,93.794,-3.88,37.2236,11.7508
Quinagolide,395.56,2.56,2,5,3,5,,72.88,109.66,-3.41,44.1131,10.92
Cefdinir,395.414,0.02,4,8,3,5,,158.21,94.3449,-3.65,36.1205,3.19966
Morniflumate,395.382,3.34,1,5,3,8,,63.69,97.7934,-3.66,38.373,
Loteprednol,394.889,2.2,2,4,4,3,,83.83,102.649,-4.07,41.2921,14.8866
Gemeprost,394.552,4.02,2,4,1,13,,83.83,113.051,-4.35,46.3003,17.425
Difluocortolone,394.459,2.22,2,4,4,2,,74.6,100.993,-3.95,40.225,13.9467
Triamcinolone,394.434,0.84,4,6,4,2,,115.06,99.3828,-2.67,39.7941,13.402
Bismuth Subgallate,394.091,0.4,3,6,2,1,,96.22,39.3927,-0.94,17.8962,8.71551
Besifloxacin,393.84,0.7,2,6,4,3,,86.87,101.751,-3.44,39.0019,
Iodoform,393.732,2.82,0,0,0,0,,0,45.2423,-3.44,17.5907,
Brotizolam,393.689,3.28,0,3,4,1,,43.07,101.927,-3.83,34.9856,
Amsacrine,393.459,4.66,2,5,4,4,,80.32,107.69,-5.09,41.6481,17.4773
Erlotinib,393.436,3.13,1,7,3,10,,74.73,107.786,-4.64,43.482,
Ursodeoxycholic acid,392.572,3.01,3,4,4,4,,77.76,109.274,-4.3,46.3309,18.2963
Deoxycholic Acid,392.572,3.3,3,4,4,4,,77.76,109.197,-4.35,46.1665,18.2964
Chenodeoxycholic acid,392.572,3.01,3,4,4,4,,77.76,109.274,-4.3,46.2824,18.2963
Trospium,392.518,2.86,1,2,5,5,,46.53,124.038,-6.81,43.2489,
Tiotropium,392.512,-0.55,1,3,5,5,,59.06,109.182,-4.44,39.52,
Indacaterol,392.491,3.31,4,4,4,6,,81.59,118.102,-4.69,44.9631,14.0577
Ivacaftor,392.491,5,3,4,3,4,,78.43,118.683,-5.29,43.0375,9.72865
Betamethasone,392.461,1.93,3,5,4,2,,94.83,102.493,-3.89,40.8775,13.4799
Dexamethasone,392.461,1.93,3,5,4,2,,94.83,102.493,-3.89,40.8261,13.4799
Paramethasone,392.461,1.51,3,5,4,2,,94.83,102.788,-3.43,40.8394,13.8355
Sparfloxacin,392.4,-0.07,3,7,4,3,,98.9,101.694,-3.54,38.9787,15.8911
Dimetotiazine,391.55,3.47,0,4,3,4,,43.86,110.456,-3.78,41.7855,
Flavoxate,391.46,3.65,0,4,4,6,,55.84,113.515,-4.41,43.3939,
Icotinib,391.427,2.88,1,7,4,2,,74.73,105.817,-4.49,42.0784,
Permethrin,391.288,6.24,0,1,3,7,,35.53,114.282,-6.75,39.4307,
Meclizine,390.948,5.59,0,2,4,5,,6.48,119.392,-5.58,44.8695,
Dexchlorpheniramine maleate,390.86,3.74,0,2,2,7,,16.13,80.8503,-3.72,30.8102,
Treprostinil,390.513,3.53,3,5,3,10,,86.99,108.002,-4.73,45.7444,14.9311
Lubiprostone,390.468,2.76,2,5,2,11,,83.83,95.6009,-4.18,42.3478,9.68049
Fluprednidene,390.445,1.65,3,5,4,2,,94.83,102.193,-3.52,40.3088,13.456
Flibanserin,390.402,3.32,1,3,4,5,,38.82,103.652,-3.34,38.6944,
Polydatin,390.388,0.65,6,8,3,5,,139.84,99.5999,-2.71,40.1902,9.22086
Regadenoson,390.354,-0.89,5,10,4,4,,186.46,95.4784,-1.91,37.4811,13.1405
Cyclothiazide,389.878,1.32,3,5,4,2,,118.36,92.6485,-3.15,37.0954,9.77278
Diphemanil Methylsulfate,389.508,1.12,0,0,3,3,,0,111.691,-6.28,33.5612,
Hetacillin,389.469,0.85,2,5,4,3,,89.95,99.8994,-2.88,39.5815,14.9935
Alfuzosin,389.449,2.02,2,8,3,8,,111.83,107.114,-3.14,42.7088,
Cefprozil,389.426,0.94,4,6,3,5,,132.96,101.273,-3.42,39.347,9.47993
Tadalafil,389.404,2.36,1,4,6,1,,74.87,104.082,-3.19,40.9219,18.7399
Gemifloxacin,389.381,-0.82,2,9,4,5,,121.35,99.7408,-3.27,39.2957,
Levocetirizine,388.89,2.98,1,5,3,8,,53.01,106.867,-3.77,41.672,
Cetirizine,388.888,2.98,1,5,3,8,,53.01,106.867,-3.77,41.8782,
Bepotastine,388.888,3.64,1,5,3,8,,62.66,105.099,-3.89,42.1839,
Eszopiclone,388.808,0.97,0,6,4,3,,91.76,95.8855,-2.64,37.6661,
Zopiclone,388.808,0.97,0,6,4,3,,91.76,95.8855,-2.64,37.6661,
Trimethobenzamide,388.457,2.44,1,6,2,10,,69.26,108.518,-3.99,43.1939,
Nisoldipine,388.414,3.63,1,5,2,8,,110.45,105.909,-4.83,39.7191,
Aranidipine,388.376,2.71,1,6,2,8,,124.84,100.796,-4.54,38.3104,19.5043
Flurazepam,387.878,3.81,0,3,3,6,,35.91,107.545,-4.59,41.2206,
Tioconazole,387.711,4.86,0,2,3,6,,27.05,94.5285,-4.37,36.8373,
Trimebutine,387.476,3.94,0,5,2,10,,57.23,108.937,-4.31,42.4283,
Terazosin,387.433,1.12,1,8,4,4,,103.04,105.176,-2.41,41.2638,
Quazepam,386.794,4.76,0,1,3,3,,15.6,93.4693,-5.22,33.9865,
Mesoridazine,386.574,3.83,0,3,4,4,,23.55,115.125,-3.7,43.8319,
Sufentanil,386.551,3.4,0,3,3,8,,32.78,111.416,-4.51,43.8518,
Medroxyprogesterone acetate,386.524,3.42,0,3,4,3,,60.44,107.805,-5.24,44.0503,19.5371
Axitinib,386.47,4.56,2,4,4,5,,74.16,115.733,-5.88,42.7121,13.0757
Olodaterol,386.448,2.02,4,6,3,7,,100.05,106.904,-3.74,41.3432,11.6715
Buspirone,385.503,1.95,0,6,4,6,,69.64,108.891,-2.82,44.1188,
Nilvadipine,385.371,2.97,1,6,2,7,,134.24,101.798,-4.49,37.5415,
Phosphatidyl serine,385.304,-1.02,3,7,0,15,,171.68,81.8088,-2.02,35.5825,2.1784
Cholecalciferol,384.638,7.98,1,1,3,6,,20.23,123.225,-6.01,49.6001,
Ibutilide,384.576,4.72,2,4,1,13,,69.64,109.182,-4.91,46.4535,14.4627
Megestrol acetate,384.516,3.71,0,3,4,3,,60.44,108.655,-5.06,43.5142,19.9228
Ethynodiol diacetate,384.509,3.99,0,2,4,4,,52.6,106.625,-4.99,44.1093,
Ticarcillin,384.427,0.99,3,6,3,5,,124.01,87.9253,-3.73,36.1427,4.12255
Artesunate,384.425,2.35,1,7,4,5,,100.52,89.9541,-2.75,39.463,
Felodipine,384.254,4.36,1,3,2,6,,64.63,99.1982,-4.73,38.0448,
Bortezomib,384.237,0.89,4,6,2,9,,124.44,99.3738,-3.86,40.4796,13.8241
Brinzolamide,383.507,-0.65,2,6,2,7,,118.8,87.1995,-2.73,37.929,
Quetiapine,383.507,2.93,1,5,4,5,,48.3,114.085,-3.98,42.7809,
Meropenem,383.463,-0.69,3,6,3,5,,110.18,97.8862,-1.83,39.2881,14.9998
Ceftizoxime,383.403,0.4,3,8,3,5,,147.21,89.9001,-3.22,35.3847,11.0018
Prazosin,383.401,1.93,1,7,4,4,,106.95,104.498,-2.74,40.4888,
Pantoprazole,383.37,2.11,1,6,3,7,,86.33,90.052,-2.89,35.1684,15.7574
Loratadine,382.883,4.8,0,2,4,2,,42.43,116.977,-4.46,41.6749,
Unoprostone,382.541,3.99,3,5,1,15,,94.83,107.682,-4.1,45.4686,14.5467
Misoprostol,382.534,3.88,2,4,1,14,,83.83,107.88,-4.37,45.3779,17.4263
Pyrvinium,382.53,2.04,0,1,4,4,,12.05,136.122,-6.16,47.3095,
Eletriptan,382.519,3.84,1,3,4,6,,53.17,110.942,-5.51,42.9897,
Tetrofosmin,382.462,3.85,0,4,0,19,,36.92,115.733,-5.76,45.6228,
Tofisopam,382.453,4.29,0,6,3,6,,61.64,109.035,-5.21,42.1441,
Azelastine,381.898,3.81,0,3,4,3,,35.91,110.515,-4.62,41.5393,
Econazole,381.684,4.67,0,2,3,6,,27.05,98.2628,-5.41,37.3725,
Celecoxib,381.372,3.99,1,3,3,4,,77.98,92.2342,-4.88,35.2002,
Trichlormethiazide,380.656,0.86,3,5,2,2,,118.36,77.4351,-2.96,31.9709,9.80221
Eprazinone,380.532,3.78,0,4,3,9,,32.78,115.289,-3.9,44.3803,
Limaprost,380.525,4.03,3,5,1,13,,94.83,108.561,-4.19,45.2233,14.6805
Ecabet,380.498,1.5,2,5,3,3,,91.67,100.067,-4.95,41.2742,3.89106
Bopindolol,380.48,4.45,2,3,3,9,,63.35,111.072,-5.38,43.0833,
Fludrocortisone,380.45,1.35,3,5,4,2,,94.83,96.928,-3.23,39.5965,13.4986
Meticillin,380.415,1.79,2,6,3,5,,105.17,93.4028,-3.09,37.2713,13.3282
Celiprolol,379.501,2.29,3,5,1,10,,90.9,108.247,-3.34,43.1843,14.2226
Donepezil,379.492,4.14,0,4,4,6,,38.77,112.115,-4.93,44.3356,
Droperidol,379.427,3.93,1,3,4,6,,52.65,109.517,-3.59,40.3066,16.3923
Ospemifene,378.891,5.7,1,2,3,8,,29.46,121.684,-5.86,41.9679,
Tixocortol,378.53,2.42,3,4,4,2,,74.6,103.527,-3.95,41.9571,12.7195
Doxapram,378.507,3.65,0,3,4,6,,32.78,112.851,-4.04,43.0249,
Ambrisentan,378.428,3.9,1,6,3,7,,81.54,104.174,-3.88,38.8599,14.9526
Carbenicillin,378.4,1.13,3,6,3,5,,124.01,90.8195,-2.99,36.3872,3.86161
Mefloquine,378.312,3.1,2,3,3,4,,45.15,82.5774,-4,31.7339,
Ambroxol,378.108,3.72,3,3,2,3,,58.28,81.9357,-4.31,32.797,19.893
Fenethylline,377.868,,1,4,3,6,,70.47,96.342,,36.0328,
Fluorometholone,376.462,2.34,2,4,4,1,,74.6,100.868,-4.36,40.051,13.6935
Desoximetasone,376.462,2.13,2,4,4,2,,74.6,101.17,-4.08,40.0918,14.0695
Fluocortolone,376.462,2.09,2,4,4,2,,74.6,101.465,-4.05,40.0651,15.1831
Enalapril,376.447,0.19,2,5,2,10,,95.94,99.5746,-3.25,40.4073,
Remifentanil,376.447,1.75,0,4,2,9,,76.15,100.562,-2.8,40.8227,
Riboflavin,376.364,-1.05,5,9,3,5,,155.05,96.2684,-2.76,37.5007,12.8528
Bromhexine,376.13,4.08,1,2,2,3,,29.26,85.5609,-5.02,32.9798,
Haloperidol,375.864,3.7,1,3,3,6,,40.54,102.592,-4.93,39.1476,16.3982
Tiagabine,375.548,4.98,1,3,3,6,,40.54,115.317,-4.25,41.6966,
Pipamperone,375.488,2.32,1,4,3,7,,66.64,105.1,-3.31,41.1621,16.5857
Azidocillin,375.402,2.32,2,6,3,5,,116.14,92.1585,-2.79,35.8702,4.62591
Gatifloxacin,375.394,-0.23,2,7,4,4,,82.11,98.8214,-2.77,38.2935,
Hydroxyzine,374.904,3.43,1,4,3,8,,35.94,107.074,-3.61,41.9853,
Methylprednisolone,374.471,2.06,3,5,4,2,,94.83,103.042,-3.54,40.84,13.8643
Prochlorperazine,373.943,4.67,0,3,4,4,,9.72,109.806,-4.53,41.7656,
Prasugrel,373.441,3.67,0,3,4,6,,46.61,96.8121,-5.2,37.7004,
Deferasirox,373.361,4.01,3,6,4,4,,108.47,125.325,-4.04,38.5161,8.40988
Finasteride,372.544,3.53,2,2,4,2,,58.2,108.196,-5.27,43.925,15.9098
Nabilone,372.541,7.5,1,3,3,6,,46.53,110.202,-5.88,44.9122,19.5702
Gentian Violet,372.526,0.87,0,2,3,4,,9.49,146.004,-5.32,45.6035,
Trazodone,371.864,2.68,0,4,4,5,,42.39,105.88,-3.11,40.1229,
Camazepam,371.818,2.48,0,3,3,3,,62.21,98.6319,-4.31,38.0521,
Lornoxicam,371.81,3.08,2,5,3,2,,99.6,87.8981,-3.93,33.3002,11.7291
Arotinolol,371.53,2.38,3,4,2,8,,88.24,96.7109,-4.22,40.662,14.4884
Tamoxifen,371.515,5.93,0,2,3,8,,12.47,128.431,-5.56,44.1932,
Baricitinib,371.42,1.08,1,6,4,4,,120.56,105.547,-3.02,36.7169,
Isradipine,371.387,3,1,5,3,6,,103.55,100.084,-3.21,37.3868,
Nedocromil,371.341,2.18,2,8,3,5,,121.21,98.086,-3.91,36.9477,3.11666
Remoxipride,371.269,2.94,1,4,2,6,,50.8,90.5612,-3.47,36.2463,
Carboplatin,371.254,,0,2,2,0,,52.6,29.0069,,14.0551,
Cyclomethicone 5,370.77,4.08,0,5,1,0,,46.15,66.208,-4.66,35.1358,
Thioridazine,370.575,5.93,0,2,4,4,,6.48,113.523,-5.64,43.257,
Rimexolone,370.533,3.64,1,3,4,2,,54.37,109.068,-4.48,42.913,19.8596
Parecoxib,370.422,3.42,1,4,3,4,,89.27,98.9008,-4.36,38.0043,
Uridine triacetate,370.314,0.01,1,6,2,8,,137.54,80.0201,-1.4,34.3417,
Homatropine Methylbromide,370.281,-1.91,1,2,3,4,,46.53,91.719,-4.85,31.18,
Norgestimate,369.497,3.8,1,3,4,3,,58.89,104.999,-4.84,42.8241,
Amisulpride,369.479,1.5,2,6,2,7,,101.73,99.8448,-3.1,39.8226,15.6112
Cilostazol,369.461,3.38,1,5,4,7,,81.93,117.135,-4.06,41.1452,
Trimetrexate,369.418,2.36,3,8,3,6,,117.54,107.698,-4.08,40.2396,
Heroin,369.411,2.3,0,4,5,4,,65.07,98.4254,-3.14,37.8961,
Lansoprazole,369.361,2.84,1,4,3,6,,67.87,87.608,-3.17,34.5907,17.3027
Dexlansoprazole,369.36,2.84,1,4,3,6,,67.87,87.608,-3.17,34.4998,17.3042
Fleroxacin,369.344,0.3,1,6,3,4,,64.09,90.8395,-3.11,34.7067,
Etofenamate,369.335,3.53,2,4,2,10,,67.79,89.879,-4.6,35.5714,17.5098
Ketazolam,368.814,2.6,0,3,4,1,,49.85,99.781,-3.64,36.9602,
Cinnarizine,368.514,5.19,0,2,4,6,,6.48,119.865,-5.33,43.9634,
Propantheline,368.489,2.66,0,1,3,7,,35.53,119.254,-6.75,40.867,
Perindopril,368.468,0.56,2,5,2,9,,95.94,95.6928,-2.48,39.9984,
Diacerein,368.297,2.14,1,6,3,5,,124.04,90.672,-3.96,35.3694,
Sodium aurothiomalate,368.09,-0.14,1,4,0,4,,77.43,40.9412,-1.02,14.1744,4.79613
Prucalopride,367.87,2.09,2,5,3,6,,76.82,100.671,-3.46,39.0836,18.5067
Cefaclor,367.807,0.85,3,5,3,4,,112.73,89.5618,-3.24,35.1139,11.2584
Blonanserin,367.512,5.76,0,3,4,3,,19.37,111.055,-4.01,42.7959,
Propiverine,367.481,4.16,0,3,3,8,,38.77,107.726,-4.76,41.8757,
Bambuterol,367.44,1.69,2,4,1,8,,91.34,98.2791,-2.89,40.7438,
Chlormerodrin,367.2,-0.5,2,2,0,5,,64.35,38.783,-1.1,18.4181,
Atovaquone,366.837,4.74,1,3,4,2,,54.37,103.107,-5.66,39.5511,
Bepridil,366.54,5.33,0,3,3,10,,15.71,115.117,-4.75,43.4959,
Idebenone,366.498,4.5,1,5,1,14,,72.83,105.72,-4.69,43.8709,
Drospirenone,366.493,2.36,0,2,7,0,,43.37,101.677,-5.21,41.8086,
Rilpivirine,366.418,3.8,2,6,3,5,,97.42,111.739,-4.5,40.653,17.3342
Ridogrel,366.334,3.24,1,5,2,9,,71.78,88.8943,-4.64,34.941,
Metolazone,365.835,3.21,2,4,3,2,,92.5,94.5879,-3.95,36.3822,12.2292
Indapamide,365.835,2.52,2,4,3,3,,92.5,103.313,-4.03,36.3352,11.6871
Trimethaphan,365.512,4.4,0,1,5,4,,23.55,105.43,-4.78,40.1342,
Propericiazine,365.492,3.78,1,4,4,4,,50.5,108.397,-3.79,40.8729,
Amoxicillin,365.404,0.75,4,6,3,4,,132.96,89.5044,-2.58,35.5271,9.47977
Quinestrol,364.52,5.19,1,2,5,2,,29.46,108.27,-5.37,44.0162,
Bumetanide,364.416,3.44,3,5,2,8,,118.72,95.7803,-4.15,37.2095,9.62196
Etofibrate,363.792,3.73,0,4,2,9,,74.72,91.3443,-4.01,36.8791,
Lapyrium,363.521,1.59,1,2,1,16,,59.28,104.34,-6.62,43.9451,19.6244
Ozenoxacin,363.417,2.76,2,6,4,4,,82.53,106.108,-3.55,39.7078,
Cefadroxil,363.388,0.51,4,6,3,4,,132.96,90.9545,-2.96,35.8618,9.47952
Solifenacin,362.473,3.9,0,2,5,3,,32.78,106.058,-3.7,40.1291,
Hydrocortisone,362.46,1.79,3,5,4,2,,94.83,97.4,-3.26,39.5544,13.8652
Protirelin,362.384,-2.32,4,5,3,6,,150.28,89.7556,-1.94,35.1309,12.052
Anisotropine Methylbromide,362.345,-0.4,0,1,2,7,,26.3,93.2643,-6.57,34.0943,
Fosphenytoin,362.274,1.08,3,5,3,5,,116.17,87.0537,-3.4,33.2266,6.05776
Bismuth Subsalicylate,362.093,0.37,1,3,2,0,,55.76,35.7177,-0.78,15.6688,
Bezafibrate,361.819,3.97,2,4,2,7,,75.63,95.9605,-5.37,37.5303,14.7456
Haloprogin,361.391,4.69,0,1,1,3,,9.23,66.879,-4.78,26.8178,
Bisacodyl,361.391,4.71,0,3,3,7,,65.49,100.149,-5.46,38.4835,
Levofloxacin,361.368,-0.02,1,7,4,2,,73.32,94.9359,-2.4,36.6921,
Ofloxacin,361.368,-0.02,1,7,4,2,,73.32,94.9359,-2.4,36.6921,
Ixazomib,361.03,2.82,4,6,1,7,,105.64,85.5997,-4.3,36.4458,6.78018
Fenofibrate,360.831,4.86,0,3,2,7,,52.6,97.1298,-5.71,38.1547,
Ethyl loflazepate,360.767,3.36,1,3,3,4,,67.76,92.4102,-4.84,35.0256,12.1223
